x,y
166,994
324,996
488,996
648,994
812,994
976,994
1144,998
1306,998
158,836
322,836
488,838
648,836
818,834
978,834
1140,842
1308,840
156,676
322,674
486,678
652,676
816,674
982,676
1144,676
1310,680
152,512
318,512
486,512
652,516
818,516
980,516
1148,516
1316,516
148,344
314,346
484,348
652,348
818,348
984,350
1152,352
1322,352
