0.00,0.00,P1
192.29,0.00,P2
100.20,-3.79,P3
-4.54,90.23,P4
62.99,44.72,P5
116.81,44.72,P6
138.65,44.72,P7
199.19,44.72,P8
199.19,83.62,P9
178.83,95.13,P10
159.54,76.26,P11
151.44,86.49,P12
123.29,86.49,P13
120.29,77.54,P14
107.53,77.54,P15
102.10,86.49,P16
85.47,86.49,P17
69.06,44.72,P18
-20.32,-20.32,P31
212.60,-20.32,P32
212.60,111.00,P33
-20.32,111.00,P34
